Country,Year,Exports,Foreign Direct Investment,GDP,GDP Growth,GDP per Capita,Government Spending,Imports,Inflation Rate,Investment,Life Expectancy,Population,Unemployment Rate,exchange_rate,Trade_Balance,Inflation_diff,Unemployment_diff,GDP_growth_calc,Population_growth,Investment_growth,Investment_to_GDP,Trade_to_GDP,Inflation_volatility,Inflation_shock
Afghanistan,2001,2079570874.83738,680000.0,2813571753.87253,-9.4319740700862,138.706821676113,4412100128.92726,7241822542.17594,12.6862687216715,2294931840.9972,55.511,20284307.0,18.7412381251552,47.500014516129,-5162251667.33856,0.0,0.009862950436603013,-0.2010117214160898,0.007649155426039611,0.0,0.8156649418442992,-1.8347680880124582,0.0,0
Afghanistan,2002,2079570874.83738,50000000.0,3825701438.99963,28.6000011706788,178.954088379235,4412100128.92726,7241822542.17594,12.6862687216715,2294931840.9972,56.225,21378117.0,18.9412480133309,47.263,-5162251667.33856,0.0,0.0106721811461985,0.35973125040583387,0.05392395214684931,0.0,0.5998721744468628,-1.3493608295498407,0.0,0
Afghanistan,2003,2079570874.83738,57800000.0,4520946818.54581,8.83227780288267,198.871115728727,4412100128.92726,7241822542.17594,12.6862687216715,2294931840.9972,57.171,22733049.0,19.1600346409089,48.7627535833333,-5162251667.33856,0.0,0.011550803169042556,0.18173017174282613,0.06337938930729958,0.0,0.5076219502478861,-1.1418518895559648,0.0,0
Afghanistan,2004,2079570874.83738,186900000.0,5224896718.67782,1.41411799339429,221.763653873013,4412100128.92726,7241822542.17594,12.6862687216715,2294931840.9972,57.81,23560654.0,19.3993593959593,47.8453125,-5162251667.33856,0.0,0.012490831020702586,0.15570851159855947,0.03640536735745381,0.0,0.43923008713135697,-0.9880102794921634,0.0,0
Afghanistan,2005,2079570874.83738,271000000.0,6203256538.70967,11.2297148272859,254.184249149336,4412100128.92726,7241822542.17594,12.6862687216715,2294931840.9972,58.247,24404567.0,19.7059095753667,49.4945975,-5162251667.33856,0.0,0.015802077437219397,0.18724959988863232,0.0358187425527321,0.0,0.36995597823116394,-0.832184133466831,0.0,0
Afghanistan,2006,2079570874.83738,238000000.0,6971758282.29351,5.35740324748592,274.218553561575,4412100128.92726,7241822542.17594,6.78459655001655,2294931840.9972,58.553,25424094.0,20.1104530189181,49.9253308333333,-5162251667.33856,-0.4652015735385877,0.020529041910204437,0.12388682279835161,0.04177607412579776,0.0,0.329175474546463,-0.7404519001253047,0.0,0
Afghanistan,2007,2079570874.83738,188690000.0,9747886187.39393,13.8263195471281,376.223152003876,4412100128.92726,7241822542.17594,8.68057078513405,2294931840.9972,58.956,25909852.0,20.5906579215423,49.9620177703972,-5162251667.33856,0.2794527605496122,0.023878373210810544,0.3981962358263449,0.019106206891777555,0.0,0.23542866595683382,-0.5295765223453716,2.639308031347855,0
Afghanistan,2008,2079570874.83738,46033740.0,10109297047.5432,3.92498381999467,381.73323802844,4412100128.92726,7241822542.17594,26.4186641547443,2294931840.9972,59.708,26482622.0,21.1241481349633,50.2496147435897,-5162251667.33856,2.043424771097737,0.0259093330312119,0.03707581861354203,0.022106262899533435,0.0,0.22701200985630582,-0.5106439788108819,2.7948235135839075,0
Afghanistan,2009,2079570874.83738,56107246.5,12416152732.0567,21.3905283926492,452.053705477043,4412100128.92726,7241822542.17594,-6.81116108898995,2294931840.9972,60.248,27466101.0,21.6885475109053,50.325,-5162251667.33856,-1.2578162563063127,0.02671820763308519,0.22819150269940103,0.03713676840608904,0.0,0.18483437587490528,-0.4157690211083162,7.6897313178606925,0
Afghanistan,2010,2079570874.83738,190774431.98,15856668555.8336,14.3624414710737,560.621505463146,4412100128.92726,7241822542.17594,2.17853752389418,2294931840.9972,60.702,28284089.0,22.2614799010924,46.4524610013175,-5162251667.33856,-1.3198481867380474,0.02641635590852842,0.27709999208482583,0.029781729849460703,0.0,0.1447297604106699,-0.32555714014968107,11.942350600480934,0
Afghanistan,2011,2079570874.83738,52173421.0,17805098206.3141,0.426354776777345,606.694676337726,4412100128.92726,7241822542.17594,11.8041858089129,2294931840.9972,61.25,29347708.0,22.8205691572485,46.747007738581,-5162251667.33856,4.418399123010137,0.025114649099706288,0.12287761730150315,0.03760485267883307,0.0,0.1288918384164466,-0.2899310976845894,12.17514186750254,0
Afghanistan,2012,2079570874.83738,56823660.0,19907329777.5872,12.7522870926697,651.417134470046,4412100128.92726,7241822542.17594,6.44121280934117,2294931840.9972,61.735,30560034.0,23.3434391310979,50.9214,-5162251667.33856,-0.45432807365014105,0.02291222318981112,0.11806908037876496,0.041309052141311975,0.0,0.11528074667155835,-0.2593141182174274,12.312704919131265,0
Algeria,1985,13664028063.9644,397788.2970683,57937868670.1937,3.69999725488672,2632.51711109075,9686144675.60364,15493853613.9067,10.4822870444467,20028641513.1867,64.155,22008544.0,47.9115086714672,5.0278,-1829825549.9423008,0.29149495901299183,0.021983534757409995,0.0789466477563221,0.03462655478672416,0.060682589999806025,0.3456917206809592,-0.03158254854624398,3.4733050665049885,0
Algeria,1986,8187453057.71602,5316528.3778563,63692007897.3834,0.400001002799627,2800.20270812187,12100418113.0281,14758682283.6487,12.3716091651298,21372442138.6308,65.273,22745499.0,48.8715285187873,4.70231666666666,-6571229225.932681,0.18023949474690504,0.020037353736928276,0.09931568694638448,0.03348495020842823,0.06709394766286825,0.33555924588002856,-0.10317195897670296,3.5382209874820534,0
Algeria,1987,9526280057.78452,3711537.89978504,66745818375.493,-0.69999752622347,2847.0776691988,12969761834.7533,12289313328.4204,7.44126091287247,18392730994.7622,66.13,23443624.0,49.7325370727722,4.84974166666666,-2763033270.6358814,-0.3985211775161669,0.01761779465632851,0.0479465254577891,0.03069288565619077,-0.13941837458447282,0.2755637947427646,-0.041396350181697406,2.6981905853092356,0
