Exports,Population,Government Spending,Unemployment Rate,exchange_rate,Life Expectancy,GDP Growth,GDP per Capita,Foreign Direct Investment,Trade_Balance,Country,Year,GDP
-0.4479222419498224,-0.15038205831831922,-0.3131723689378261,-1.8924811536756065,-0.20196287367818216,-1.2491544115106052,-0.31833604757861916,-0.7509297910807539,-0.2920769445621363,-0.12962592957498018,Afghanistan,1.4163396677797768,-0.30026812823122556
-0.4479222419498224,-0.1448326543767883,-0.3131723689378261,-1.884043227940776,-0.20189870509504546,-1.2809086325904993,-0.23957403034242694,-0.750744621128236,-0.2931054123657338,-0.12962592957498018,Afghanistan,1.5194635313216467,-0.2998581303630061
-0.4479222419498224,-0.1389138920972668,-0.3131723689378261,-1.8762061825088348,-0.2002801718305743,-1.2760131901740157,-0.5364981876510394,-0.7526103685471761,-0.2914449631593116,-0.12962592957498018,Afghanistan,1.6225873948635168,-0.3003089099762607
-0.40375087736789805,-0.22164763868564705,-0.29182322001468963,-0.7805114204430674,-0.227036160975646,-1.0494997464707736,-0.025096929375559532,-0.6355695699495182,-0.2943558895227369,-0.07010974585985069,Algeria,-1.780500102018192,-0.2746329357176657
-0.42463297717731363,-0.21750965850939805,-0.28205032509493994,-0.7346021624817429,-0.22716603302780816,-0.9015779999402693,-0.6972504215151117,-0.6264035693326703,-0.2942356071567817,-0.15478986848123946,Algeria,-1.677376238476322,-0.2709286749166177
-0.41952804955173134,-0.21358970761613616,-0.278531251940315,-0.6934277389298306,-0.22710720854947333,-0.788188968834149,-0.9213015404106649,-0.6238412984534002,-0.2942748554294831,-0.08677657062731846,Algeria,-1.5742523749344521,-0.2689627665502649
-0.42091130323183845,-0.2098506317497314,-0.2829202807375074,-0.654589073946643,-0.2266822498244367,-0.6849877503244943,-0.9824080949520998,-0.6454986000679392,-0.2940472696780569,-0.11231351034884433,Algeria,-1.471128511392582,-0.27389163270639105
-0.4163113305240064,-0.20622926249829596,-0.2904918691439428,-0.6161508369267178,-0.22600640508168943,-0.6120853510952381,0.1174822452498091,-0.6566174792154176,-0.29406992910515073,-0.13554753169096007,Algeria,-1.3680046478507122,-0.2761156001398009
-0.40038618996378694,-0.20274054129685504,-0.2906770549347415,-0.5781983320411,-0.22546815661603073,-0.5860204279588249,-0.6157772645025402,-0.6458095762902153,-0.29435742703055773,-0.05397834706424848,Algeria,-1.2648807843088423,-0.27198668789511704
-0.4050954072662479,-0.19930351712370312,-0.30379450977806705,-0.5406561695234466,-0.22167140246760886,-0.5815219133058411,-1.0231437175931375,-0.6833114856398299,-0.2940810057510025,0.007623648211651824,Algeria,-1.1617569207669722,-0.28250104349835264
-0.4095078348504183,-0.1957063427777632,-0.29990714290256226,-0.5034489596074088,-0.2203294422469161,-0.5771557079073556,-0.4120938059516986,-0.6809292691446458,-0.29363200007083423,-0.024997513313094983,Algeria,-1.0586330572251024,-0.2810284797206014
-0.41436601246525706,-0.1920651470674499,-0.29600670613726326,-0.46650131252664784,-0.2197271994256452,-0.5676294415833871,-1.2064585492889408,-0.6793793330252207,-0.29436559254309796,-0.04951690005295612,Algeria,-0.9555091936832324,-0.2797780154540035
-0.41930305968847176,-0.1886387183425853,-0.30024991837331205,-0.42973783851481057,-0.2150535236308977,-0.6355040891416587,-0.9620379637225797,-0.6960789243710728,-0.29436559254309796,-0.06419755776458348,Algeria,-0.8523853301413624,-0.2845433586810812
-0.4141373173856421,-0.18536568498166414,-0.3026914666186793,-0.3930831478055586,-0.21002427479616853,-0.5816542225603394,-0.004729120527844233,-0.6992817000354096,-0.29436559254309796,-0.05832557591231615,Algeria,-0.7492614665994924,-0.28504477055907773
-0.40258414610780086,-0.1822052823028815,-0.3010583865657211,-0.3564618506325432,-0.20719678684948847,-0.5117949361845744,0.05637656155867662,-0.691088771579342,-0.28776306466154394,0.011327494169807594,Algeria,-0.6461376030576225,-0.281711877492576
-0.3990765588273741,-0.1791380656653158,-0.2987790362538796,-0.3197985572294213,-0.20601634040476285,-0.42711701330485774,-0.5546724632179466,-0.6904367096731977,-0.28800760363693106,0.04490329072885462,Algeria,-0.5430137395157525,-0.28091615803953623
-0.4143663048306746,-0.1764718982561135,-0.2963270613731921,-0.28301881738770523,-0.20560471536115307,-0.3651962821990645,0.2600607161014946,-0.6918248343223322,-0.2795318827500144,-0.036893781169389836,Algeria,-0.4398898759738825,-0.28090961107964146
-0.4036426799034651,-0.1741123699706096,-0.29797904544266957,-0.24620775568939648,-0.2024784824582305,-0.2645089395249022,-0.12693760775026836,-0.6922210237494909,-0.28723486047470786,0.009229771865300083,Algeria,-0.33676601243201254,-0.2806180606524319
-0.36796167164438454,-0.17170052139515277,-0.3009046143257999,-0.20949740618072335,-0.19901268956844737,-0.19994202332911834,-0.0047280591460484925,-0.6825562409946092,-0.287516080296403,0.1708146170816014,Algeria,-0.2336421488901426,-0.2766591380136253
-0.378552550915961,-0.16930108751824557,-0.2947014797567398,-0.17288584864339912,-0.19823252788790355,-0.14053516805881558,-0.1676745459359412,-0.6758125287974429,-0.2671458481720657,0.10807797050963842,Algeria,-0.13051828534827264,-0.2736830531946147
-0.3781250842953963,-0.16694496751949867,-0.29161754537896584,-0.136372073557351,-0.19724821125168734,-0.05863573952358977,0.3211649129074559,-0.6735624346420069,-0.26832319427417156,0.06897260797345463,Algeria,-0.02739442180640267,-0.2723294261663519
-0.3559116106803451,-0.16455870074711387,-0.2860599829085975,-0.09995507140249321,-0.1981607238521,-0.023970714844705743,0.5452163315425251,-0.6546325595795743,-0.27876762435662017,0.1406461161983586,Algeria,0.07572944173546729,-0.2646261401345231
-0.3212975333524049,-0.1620181065257747,-0.27906680910315895,-0.06363383265875289,-0.20028918839606014,0.059384115490014634,0.13785011589832782,-0.6254857349096672,-0.272730054869903,0.2158278054995878,Algeria,0.17885330527733725,-0.2527608077115448
-0.2747426010043063,-0.15931751373583602,-0.27719069711924527,-0.02740734780603882,-0.1998041250262674,0.09907689183988139,0.32116491284538146,-0.602738788185469,-0.2660969114422489,0.3812997347395769,Algeria,0.2819771688192072,-0.24301889051832676
-0.2410720826209786,-0.15642997613652906,-0.2714854206236893,0.008725392675725223,-0.20005538013092022,0.13612348309975753,-0.18804285662226472,-0.5793693469025863,-0.24934599162822982,0.5256076483789948,Algeria,0.3851010323610772,-0.2326945659001588
-0.21289390176723785,-0.15325240849462277,-0.25958177153770634,0.044765398306621955,-0.20139375588563335,0.1665546116346562,-0.14730623462137754,-0.551667245408034,-0.2531183344802806,0.5197286340802795,Algeria,0.48822489590294715,-0.22020668016019698
-0.14188986221256514,-0.1497287621801203,-0.2305165265789208,0.07979006841106613,-0.20327294708906302,0.20254272885853458,-0.2695160996684333,-0.4962692841472755,-0.22984139094871042,0.6154565986042165,Algeria,0.5913487594448171,-0.19580761975021171
-0.26908243706233276,-0.14594716976128755,-0.23141481061737695,0.10887740957266859,-0.20005506092059183,0.23601697024692256,-0.5343041396423952,-0.5479514327100864,-0.2271924542777848,-0.013610043890092162,Algeria,0.6944726229866871,-0.21516314128846176
-0.218669278587367,-0.1420290942679875,-0.2089529623115483,0.13822847225778265,-0.1993613503747756,0.272137396725303,0.19895504845691867,-0.5109259208607477,-0.23811262613361855,0.16848924931662365,Algeria,0.7975964865285571,-0.19748060884809696
-0.15625205642562318,-0.13801360466110146,-0.15327450258962796,0.1674421750456849,-0.19993916097051334,0.30375930855069583,-0.16767454577530452,-0.45607126135361004,-0.2314888502476084,0.3429938983492703,Algeria,0.9007203500704271,-0.1713783092058195
-0.1580637123403265,-0.13384286113521998,-0.14943438473432658,0.19650429149565546,-0.19810446635682294,0.33366120006759564,-0.28988441022795997,-0.449657505107233,-0.2576749291478435,0.2874305336774975,Algeria,1.003844213612297,-0.16570566193545985
-0.18609594114224773,-0.12953053614216056,-0.15868888142123255,0.22540059516568456,-0.19737330179913834,0.3601230509675074,-0.249147788626475,-0.4526118377131718,-0.25299239280449154,0.06298580964489046,Algeria,1.106968077154167,-0.16405913775355516
-0.20421465685093398,-0.1250898810109948,-0.14732336636917037,0.2541168596123462,-0.19689025011943623,0.3843356445409273,0.05637687257980227,-0.4463206698840084,-0.2576308212201439,-0.10931769879278289,Algeria,1.2100919406960369,-0.15811003934993365
-0.3090936086532923,-0.12051649922025527,-0.17525814573472087,0.2826388583907425,-0.18886513620748807,0.40643129004235357,-0.12693792392862177,-0.5233738846725215,-0.3075167499822618,-0.44422728880400003,Algeria,1.313215804237907,-0.19123051095670365
-0.32843214468269605,-0.11584938112124414,-0.18452742153822282,0.3109523650543484,-0.18537312151926807,0.42640998747178616,0.01564025134057185,-0.5375899895503787,-0.254303678129963,-0.4502618926634011,Algeria,1.4163396677797768,-0.19556299819726547
-0.3086331193114707,-0.11114079085421492,-0.18630649109763772,0.3390431531548988,-0.1847626517168035,0.44241940726623197,-0.4731992074724276,-0.5305013212440461,-0.26428136970153515,-0.3478433474020249,Algeria,1.5194635313216467,-0.1896938391547671
-0.2820911981225377,-0.10656045773068276,-0.19396950239809338,0.3668969962422106,-0.1825198899246222,0.45882575482417826,-0.49356751785346076,-0.5292690932860517,-0.25851336488943394,-0.23166310779201615,Algeria,1.6225873948635168,-0.18668519033278305
-0.4231790116558928,-0.2754661822991335,-0.31673561933859945,-1.1339543297198025,-0.2290423179868876,-3.9454847089570793,-1.9678830324171976,-0.7429150666068899,-0.2873239704773389,-0.011383576759916976,Angola,-1.0586330572251024,-0.3065825757977295
-0.4231790116558928,-0.27320097427877554,-0.31673561933859945,-1.0735314257307065,-0.22904231702576527,-3.955672521553546,-5.663740867571031,-0.7548848102322464,-0.2869780945505514,-0.011383576759916976,Angola,-0.9555091936832324,-0.3082171301994633
-0.4231790116558928,-0.27082792514564263,-0.31673561933859945,-1.015385438107504,-0.22904229433995274,-3.7734826781076554,-0.5059181617333953,-0.7611574898536592,-0.2902011182461533,-0.011383576759916976,Angola,-0.8523853301413624,-0.3090735826015035
-0.4231790116558928,-0.2683011100605499,-0.31673561933859945,-0.9574738979018727,-0.22904122071009544,-3.433183275534794,2.2765227530441674,-0.7573682650670625,-0.2828129355444756,-0.011383576759916976,Angola,-0.7492614665994924,-0.30836517548059017
-0.4231790116558928,-0.26565536429703973,-0.31673561933859945,-0.8979557815801712,-0.22899123279678174,-3.3962689935294184,1.9800354551711539,-0.7504360225715222,-0.2899502457113037,-0.011383576759916976,Angola,-0.6461376030576225,-0.3070855998317463
-0.4231790116558928,-0.26290717340687236,-0.31673561933859945,-0.8374596564945777,-0.22895092813692736,-3.3605454948145375,0.7029235492508173,-0.7509505243485535,-0.2842989255362104,-0.011383576759916976,Angola,-0.5430137395157525,-0.30700708822008604
-0.4231790116558928,-0.26010554484773285,-0.31673561933859945,-0.7766140899972785,-0.22888557643216398,-3.5240797333759906,0.1767834191048872,-0.7560075514188459,-0.2671247087557994,-0.011383576759916976,Angola,-0.4398898759738825,-0.30774235948981576
-0.4231790116558928,-0.25725389813631805,-0.31673561933859945,-0.7160476494404563,-0.2279287902972119,-3.476977638774148,-0.33439126352552895,-0.7580006629868803,-0.23392878738597686,-0.011383576759916976,Angola,-0.33676601243201254,-0.307969797341401
-0.4231790116558928,-0.254291249084049,-0.31673561933859945,-0.6563889021762974,-0.2250360113359647,-3.385287325405955,-0.15654851185550533,-0.7486530397400405,-0.27287993354153467,-0.011383576759916976,Angola,-0.2336421488901426,-0.30605354754081515
-0.4231790116558928,-0.25118988219927424,-0.31673561933859945,-0.5982664155569893,-0.22024094650353288,-3.3150311112666904,0.07796698819296936,-0.7503009621757458,-0.2419005134446207,-0.011383576759916976,Angola,-0.13051828534827264,-0.3061781245032772
-0.4231790116558928,-0.24793044268059133,-0.31673561933859945,-0.5423087569347088,-0.21167320362918982,-3.2036267189780627,2.0047460872904104,-0.7248569952121946,-0.2517301488226656,-0.011383576759916976,Angola,-0.02739442180640267,-0.30078639029342213
-0.4189586048815412,-0.24447154819950134,-0.31199998848307925,-0.4891444936616436,-0.19927344084786003,-2.8934938264311008,-0.06841724138845903,-0.7174996523212548,-0.20689471559002065,-0.021269044003977125,Angola,0.07572944173546729,-0.29883541371439587
-0.40330526319991283,-0.24078413567156592,-0.3145523335805605,-0.43940219308997497,-0.19570823588648298,-2.7737539511090024,1.5473093964172906,-0.7001276950136633,-0.24063483301751376,0.01899619960565868,Angola,0.17885330527733725,-0.2945506714651433
-0.36316001377178164,-0.23690566256129209,-0.30205927785616005,-0.39371042257189015,-0.19426469529153845,-2.6405185318279476,2.104365208643263,-0.6621697026366324,-0.32624951169040084,0.1260003340340944,Angola,0.2819771688192072,-0.28528145080252365
-0.3287016582569057,-0.23283976175423457,-0.29174295180164944,-0.35096293588341215,-0.19697441974267615,-2.5300403043208175,1.6332543972949747,-0.6192843271021071,-0.2952878923191223,0.2672160984840403,Angola,0.3851010323610772,-0.2741721408733132
-0.28538516053909213,-0.22855395626422817,-0.28145509556598497,-0.3097143191125227,-0.19843557681303903,-2.3666383750138644,1.869704224531403,-0.5873283412258639,-0.3162113144490136,0.2912277943329815,Angola,0.48822489590294715,-0.2649122524430306
-0.2108904018921531,-0.22406145250058485,-0.25824644118063034,-0.270084388079342,-0.1991030410543754,-2.2236120708998435,1.4183316837401796,-0.5292174393539401,-0.2533082319479921,0.3398040928931262,Angola,0.5913487594448171,-0.24833385836568056
-0.29727934600120304,-0.2193666750596218,-0.2626333814202755,-0.23219295860400005,-0.197389355418572,-2.0987121346522613,-0.3722560796419208,-0.5802172929222814,-0.24043748126097325,-0.0442064039187552,Angola,0.6944726229866871,-0.2593325929173437
-0.2595109406754853,-0.21442520952906935,-0.261209410310075,-0.19615984650662255,-0.1923707491198343,-1.9641536228262124,0.2995064179683785,-0.5552647884225059,-0.37328350858840487,0.24909837357799153,Angola,0.7975964865285571,-0.25042188899170315
-0.19676226609824396,-0.20923963318013258,-0.2313643353066053,-0.16210486760732473,-0.1915611400898473,-1.8515584472470885,-0.04671333945024192,-0.4960925145667961,-0.3683086023760948,0.3931875890947755,Angola,0.9007203500704271,-0.23110617815355705
-0.18198278298343526,-0.20385464117357835,-0.21932646847269574,-0.1301478377262419,-0.19094937133225043,-1.7426679307939539,0.9532186163709891,-0.46776127081698554,-0.33018147981837,0.42706089950013737,Angola,1.003844213612297,-0.21950487831193025
-0.19913803956360487,-0.19830578188413214,-0.19113462243090934,-0.10040857268349403,-0.19053027847293194,-1.6382759289938031,0.21587323134817601,-0.4685196435330242,-0.46847779356859964,0.31120655034323147,Angola,1.106968077154167,-0.2161108087307504
-0.2392800277827454,-0.19271805015775265,-0.21153855896802992,-0.07220325986336472,-0.18981838462555783,-1.5468502341346086,0.16956837523696947,-0.47064552591449876,-0.20492512807178842,0.08448501854121818,Angola,1.2100919406960369,-0.21314653203802467
-0.3536105454171424,-0.18711976228787544,-0.258326171349135,-0.03430200406380156,-0.18113654807563603,-1.4613784557278948,-0.6232774609491825,-0.5804042104746805,-0.04913667091367995,-0.08653862546133957,Angola,1.313215804237907,-0.2459180777195108
-0.3995510705173145,-0.18136289082182508,-0.29522632344347943,0.0031683540220114547,-0.1637412879834747,-1.3850360158816506,-1.1250931779784985,-0.6673118273300539,-0.29875552245645826,-0.012803622818974344,Angola,1.4163396677797768,-0.2733838040620672
-0.37394855823009104,-0.17545723949712655,-0.28829037552782094,0.0407472819996481,-0.16283971169852668,-1.3184844608683732,-0.8091533563709064,-0.6269219732955108,-0.4752583209968907,0.0416871229862657,Angola,1.5194635313216467,-0.25761263160119324
-0.33214040041954307,-0.1694923670844119,-0.2935693283996881,0.07843805920785338,-0.12814961024083407,-1.2523298336185948,-0.8997953948471232,-0.6231298212889453,-0.45224184810551826,0.17959524724950338,Angola,1.6225873948635168,-0.2543063926119223
-0.4164044710803669,-0.17488674732071516,-0.3102668080189727,0.992718422998955,-0.22904229407425,-0.29216157371530815,-1.835640475284536,-0.6206327594560168,-0.2718924851589216,0.04857354697504029,Argentina,-1.780500102018192,-0.2551831253158333
-0.4229025444844869,-0.17221661012776135,-0.3102668080189727,1.013083525487326,-0.22904228045902508,-0.23897325340648604,0.4746150943461886,-0.5916454553055693,-0.28032907980977634,-0.002677218522021149,Argentina,-1.677376238476322,-0.24377481828853378
-0.4231861327135743,-0.16952264861732844,-0.3102668080189727,1.0327750224297831,-0.22904223252693418,-0.18366798502567222,-0.2277877800194379,-0.5893921240915272,-0.294830241050231,-0.03164930229354544,Argentina,-1.5742523749344521,-0.241883133549682
-0.40973475513420365,-0.16677821975702461,-0.30883302312191674,1.051502816754709,-0.22904196884699973,-0.131008901734849,-1.0007248790504255,-0.561219311586673,-0.26631699652009583,0.037803767758840985,Argentina,-1.471128511392582,-0.23024444634814448
-0.41769650774329803,-0.16402454865619034,-0.3170910287602992,1.0689768113904727,-0.22902542629027972,-0.07742365366252821,-2.2364736166966814,-0.6496692538091152,-0.26922701032720225,0.05124132805020525,Argentina,-1.3680046478507122,-0.26259994139896287
-0.40001624176773387,-0.16130155213616879,-0.31309176939033884,1.0849069092654682,-0.22884776374792287,-0.06247270790407832,-1.2812536386339581,-0.5435837273960284,-0.2494682611159251,0.10718023097548598,Argentina,-1.2648807843088423,-0.2209341793171622
-0.4003303894837523,-0.15863784969877265,-0.3055219378532897,1.099028255277805,-0.2286618375640637,-0.00888745983175754,1.081536474792418,-0.46738985585570214,-0.23472256090008337,0.01668339106391056,Argentina,-1.1617569207669722,-0.18979742760495286
-0.3982936039889034,-0.15603681032596922,-0.30347626344349815,1.111775448353616,-0.22864703927249766,0.0011680435102098077,0.837968342351508,-0.40831418394296937,-0.18601094665126933,-0.10013243949410451,Argentina,-1.0586330572251024,-0.16465301088559436
-0.393481405126584,-0.1534584722766558,-0.2015594365923026,1.1236917138533684,-0.22864372580278647,0.028556059191617286,0.8928991336832688,-0.4005598656379434,-0.22606379256158837,-0.13909301965596332,Argentina,-0.9555091936832324,-0.15952691326307525
-0.38193651436751236,-0.15087124011494857,-0.1936105893692876,1.1348728401744836,-0.22864370086447955,0.08531672937192755,0.4100116278303409,-0.37291702807796956,-0.2054773652857307,-0.178786732380858,Argentina,-0.8523853301413624,-0.1462022711764695
-0.3606088405626406,-0.14830784350066034,-0.19159685822842848,1.1454310387154718,-0.22864340492990426,0.10278155096586976,-1.3582450045015944,-0.37728703024620475,-0.15719335183498673,-0.05635168249147142,Argentina,-0.7492614665994924,-0.1458213286510154
-0.3476337550149775,-0.14581607144299802,-0.1933073243153137,1.1554785208748473,-0.2286434398435339,0.1281849278297838,0.34696949062027543,-0.3605825716292728,-0.1244468128177606,-0.0689876993866069,Argentina,-0.6461376030576225,-0.13673278353168958
-0.3379220815413376,-0.1433791857165538,-0.1880392627006771,1.1651274980511246,-0.22864350468313188,0.17462547615912824,0.8733593443883675,-0.33414951350667066,-0.07036126279981235,-0.15325519691855702,Argentina,-0.5430137395157525,-0.12340108265250002
-0.33712593021770354,-0.1409924360567537,-0.17982911121953166,1.1744901816428182,-0.22864350468313188,0.1752870224316273,0.005492524959950199,-0.33020265499464785,-0.11608063449921237,-0.17191502809109407,Argentina,-0.4398898759738825,-0.11948109233036837
-0.34961307566679,-0.13862391820436692,-0.17353230093685426,1.1836787830484319,-0.22864350468313188,0.21114283040100737,-1.4682842800025475,-0.3582687273395561,0.2922270527049956,-0.12494933318831779,Argentina,-0.33676601243201254,-0.1294111872872943
-0.3367961435968145,-0.13626955007624303,-0.17245259567296073,1.1928055136664908,-0.22864350468313188,0.24117703117240546,-0.9394296247694018,-0.3620145923049685,-0.03959722562153093,-0.07040675382928743,Argentina,-0.2336421488901426,-0.12897295049100724
-0.33722042209338254,-0.13396269020882873,-0.17705812600953263,1.2019999922495705,-0.22864350468313188,0.27346048927029737,-1.6767300369177511,-0.38910170255248544,-0.24139512890712214,0.02523188551054092,Argentina,-0.13051828534827264,-0.13895567248883875
