Country,Year,Exports,Foreign Direct Investment,GDP,GDP Growth,GDP per Capita,Government Debt,Government Spending,Imports,Inflation Rate,Interest Rate,Investment,Life Expectancy,Population,Unemployment Rate
Ecuador,1987,2142866433.02142,123000000.0,13945426859.4657,-0.259098708877119,1426.01629151663,,2130987743.12896,3118843926.24067,29.5039972488395,,2892847674.03586,66.587,9779290.0,52.9576955388756
Ecuador,1988,2480621217.56321,155000000.0,13051881851.4068,5.89046729088525,1303.77906073184,,2124252516.95562,3087611966.13178,58.2162865413937,,2762958457.10095,67.038,10010808.0,53.7072900912657
Ecuador,1989,2817482574.15302,160000000.0,13890823704.5545,1.00577794490313,1356.28045636224,,1900391287.42668,3449082110.33085,75.6481901026385,,3109275342.88924,67.817,10241852.0,54.4211620287351
Ecuador,1990,3469124710.73644,126000000.0,15239272611.5809,3.67991405308877,1455.00748510871,,1874731996.62638,3326815544.64589,48.5191129963729,,3071024020.50582,68.445,10473673.0,55.0896733142119
Ecuador,1991,4021964982.49125,160000000.0,16988535267.6338,4.29134246404705,1587.36049996672,,1926260130.06503,3656282141.07054,48.718080675219,,3040838419.2096,69.04,10702380.0,55.7280698971372
Ecuador,1992,4366816408.2041,178000000.0,18094238119.0595,2.11431064978969,1655.44613192632,,1798357178.58929,3740586293.14657,54.6078215093596,,3359585792.89645,69.468,10930128.0,56.3627931231524
Ecuador,1993,3794531265.63282,473720000.0,18938717358.6793,1.97321813678619,1697.88884141445,,2008252126.06303,4381543771.88594,44.9550537592163,,3225453726.86343,70.07,11154274.0,56.99457981186
Ecuador,1994,4605277638.81941,576330000.0,22708673336.6683,4.25825042741626,1996.85894789444,,2488142071.03552,5336068034.01701,27.3108817940495,,3957138569.28464,70.876,11372197.0,57.6157113551947
Ecuador,1995,5201004502.25113,452480000.0,24432884442.2211,2.25254865225104,2108.00698245316,,2739829914.95748,6016443221.61081,22.9341344145802,,3930873436.71836,71.349,11590514.0,58.218469145091
Ecuador,1996,5618746373.18659,499680000.0,25226393196.5983,1.73174762607862,2135.8479374308,,2743479739.86994,5535280640.32016,24.4114592150674,,3768485242.62131,71.82,11810950.0,58.7951345734834
Ecuador,1997,6064677338.66933,723950000.0,28162053026.5133,4.32786475767577,2340.76600026857,,3173669834.91746,6613086543.27164,30.6575675722172,,4679953976.98849,72.007,12031127.0,59.3379890323065
Ecuador,1998,5006507253.62681,869980000.0,27981896948.4742,3.26652934570988,2284.01572847769,,3104031015.50775,7136267133.56678,36.0984331623885,,5592157078.53927,71.949,12251184.0,59.8393139134949
Ecuador,1999,5181939969.98499,648410000.0,19645272636.3182,-4.73938585363382,1575.30234730971,,2311763881.94097,4483779889.94497,52.2420051858225,,3096126063.03152,71.92,12470795.0,60.2913906089831
Ecuador,2000,6586251125.56278,-23439367.9139981,17539454727.3637,1.09180164720277,1382.23421759909,,1670970485.24262,4885305652.82641,96.0963756926096,,3010989494.74737,72.09,12689206.0,60.6865005107058
Ecuador,2001,6384717000.0,538568575.17,23127055000.0,4.20627185748789,1791.30359685037,,2264585000.0,6596149000.0,37.6767454518094,,4276495000.0,72.571,12910740.0,61.0123544006659
Ecuador,2002,6956829000.0,783261009.55,27054197000.0,4.92809549611376,2059.1585535974,,2774380000.0,7867963000.0,12.4835980082094,,5317844000.0,73.164,13138472.0,61.2871268050958
Ecuador,2003,8311611000.0,871513414.023619,30965208000.0,2.88450036512064,2315.62215223014,,3435050000.0,7901011000.0,7.92936487461555,,4884166000.0,73.632,13372306.0,61.5418469886978
Ecuador,2004,10241620000.0,836939593.895644,35194947000.0,6.83239736646514,2586.20914663347,,3957495000.0,9493787000.0,2.74323198926704,,5719291000.0,73.868,13608701.0,61.7829573274038
Ecuador,2005,13141840000.0,493413835.545644,40278849000.0,5.39862243994342,2909.02606014388,,4445762000.0,11814190000.0,2.1682770118372,,7034500000.0,73.909,13846163.0,62.0068704145716
Ecuador,2006,16312372000.0,271428852.53,45690762000.0,4.34113198577639,3243.67010359339,,4970060000.0,13771502000.0,3.29874846258215,,8278311000.0,74.01,14086131.0,62.2099988435587
Ecuador,2007,18684515000.0,193872526.929999,49848725000.0,1.90242859700484,3478.92488770671,,5574209000.0,15636624000.0,2.27618478002121,,9131070000.0,74.226,14328773.0,62.3887552077227
Ecuador,2008,24624704000.0,1057404020.15481,61139438000.0,6.56492068224719,4194.75750661981,,7340281000.0,20979384000.0,8.40009593987462,,13185295000.0,74.709,14575202.0,62.5395521004212
Ecuador,2009,17613615000.0,308629890.109,60094978000.0,1.0910129698311,4053.36331139298,,8652569000.0,16849260000.0,5.15996829181047,,12724051000.0,74.901,14825954.0,62.6588021150118
Ecuador,2010,22139433000.0,165893320.363638,68151329000.0,4.02913787986621,4520.30959039763,,9307138000.0,22688729000.0,3.55437734567842,,16008758000.0,75.188,15076695.0,62.7405258611644
Ecuador,2011,28524740000.0,646084358.687903,78986648000.0,8.48147656332823,5153.6916424375,,10318679000.0,26794099000.0,4.4745326579584,,18587210000.0,75.179,15326227.0,62.7949053547691
Ecuador,2012,30559355000.0,567417300.85638,87735048000.0,5.783212336172,5634.08393191094,,12060890000.0,28225697000.0,5.10172180958665,,20190733000.0,75.486,15572194.0,62.8408732819135
Ecuador,2013,31264903000.0,727081206.263418,96570334000.0,7.21123653679159,6109.29031510341,,13759435000.0,29992847000.0,2.72177577710371,,24029937000.0,75.832,15807128.0,62.8837286624122
Ecuador,2014,32207202000.0,772389946.091118,102717794000.0,4.22606520388456,6405.79979300441,,15140240000.0,30888617000.0,3.58922016616663,,25377346000.0,76.141,16035124.0,62.9232432195799
Ecuador,2015,22119535000.0,1322701337.30747,97209558000.0,0.119692109287612,5976.1596805651,,14944817000.0,24373891000.0,3.96664623255357,,22053384000.0,76.222,16266225.0,62.959188676731
Ecuador,2016,20061020000.0,766425868.122239,97671433000.0,-0.687954245877947,5917.63771271481,,15324360000.0,19529599000.0,1.72826463324532,,19774608000.0,76.094,16505139.0,62.9913367571804
